id,EAP,HPL,MWS
id14164,1.0,0.0,0.0
id12653,1.0,0.0,0.0
id18060,1.0,0.0,0.0
id18556,1.0,0.0,0.0
id27371,1.0,0.0,0.0
id11989,1.0,0.0,0.0
id26095,1.0,0.0,0.0
id24978,1.0,0.0,0.0
id20322,1.0,0.0,0.0
id01954,1.0,0.0,0.0
id07434,1.0,0.0,0.0
id18144,1.0,0.0,0.0
id16250,1.0,0.0,0.0
id17793,1.0,0.0,0.0
id24067,1.0,0.0,0.0
id13891,1.0,0.0,0.0
id07334,1.0,0.0,0.0
id15633,1.0,0.0,0.0
id23239,1.0,0.0,0.0
id10674,1.0,0.0,0.0
id22093,1.0,0.0,0.0
id08444,1.0,0.0,0.0
id03257,1.0,0.0,0.0
id10040,1.0,0.0,0.0
id04902,1.0,0.0,0.0
id01219,1.0,0.0,0.0
id01340,1.0,0.0,0.0
id05117,1.0,0.0,0.0
id04908,1.0,0.0,0.0
id03626,1.0,0.0,0.0
id01888,1.0,0.0,0.0
id17199,1.0,0.0,0.0
id11200,1.0,0.0,0.0
id27561,1.0,0.0,0.0
id20966,1.0,0.0,0.0
id10257,1.0,0.0,0.0
id21168,1.0,0.0,0.0
id23363,1.0,0.0,0.0
id05321,1.0,0.0,0.0
id09928,1.0,0.0,0.0
id18015,1.0,0.0,0.0
id02082,1.0,0.0,0.0
id19279,1.0,0.0,0.0
id08541,1.0,0.0,0.0
id15249,1.0,0.0,0.0
id03609,1.0,0.0,0.0
id22902,1.0,0.0,0.0
id17733,1.0,0.0,0.0
id07554,1.0,0.0,0.0
id14120,1.0,0.0,0.0
id21802,1.0,0.0,0.0
id15614,1.0,0.0,0.0
id19437,1.0,0.0,0.0
id22698,1.0,0.0,0.0
id21841,1.0,0.0,0.0
id16177,1.0,0.0,0.0
id15887,1.0,0.0,0.0
id22629,1.0,0.0,0.0
id10346,1.0,0.0,0.0
id05154,1.0,0.0,0.0
id22913,1.0,0.0,0.0
id10544,1.0,0.0,0.0
id08703,1.0,0.0,0.0
id12817,1.0,0.0,0.0
id25433,1.0,0.0,0.0
id25112,1.0,0.0,0.0
id05054,1.0,0.0,0.0
id02311,1.0,0.0,0.0
id22160,1.0,0.0,0.0
id17422,1.0,0.0,0.0
id18985,1.0,0.0,0.0
id21905,1.0,0.0,0.0
id17474,1.0,0.0,0.0
id15236,1.0,0.0,0.0
id13964,1.0,0.0,0.0
id15962,1.0,0.0,0.0
id20866,1.0,0.0,0.0
id06625,1.0,0.0,0.0
id09793,1.0,0.0,0.0
id17365,1.0,0.0,0.0
id18463,1.0,0.0,0.0
id20693,1.0,0.0,0.0
id08785,1.0,0.0,0.0
id06783,1.0,0.0,0.0
id23178,1.0,0.0,0.0
id13513,1.0,0.0,0.0
id25361,1.0,0.0,0.0
id22319,1.0,0.0,0.0
id14024,1.0,0.0,0.0
id24186,1.0,0.0,0.0
id20965,1.0,0.0,0.0
id06242,1.0,0.0,0.0
id25665,1.0,0.0,0.0
id09706,1.0,0.0,0.0
id11026,1.0,0.0,0.0
id04223,1.0,0.0,0.0
id19674,1.0,0.0,0.0
id23420,1.0,0.0,0.0
id18059,1.0,0.0,0.0
id22576,1.0,0.0,0.0
id18495,1.0,0.0,0.0
id14139,1.0,0.0,0.0
id18313,1.0,0.0,0.0
id27356,1.0,0.0,0.0
id16035,1.0,0.0,0.0
id04182,1.0,0.0,0.0
id15667,1.0,0.0,0.0
id08713,1.0,0.0,0.0
id25563,1.0,0.0,0.0
id17023,1.0,0.0,0.0
id03014,1.0,0.0,0.0
id23812,1.0,0.0,0.0
id20057,1.0,0.0,0.0
id12385,1.0,0.0,0.0
id24416,1.0,0.0,0.0
id15672,1.0,0.0,0.0
id13868,1.0,0.0,0.0
id21095,1.0,0.0,0.0
id05305,1.0,0.0,0.0
id15384,1.0,0.0,0.0
id14049,1.0,0.0,0.0
id23441,1.0,0.0,0.0
id12856,1.0,0.0,0.0
id16055,1.0,0.0,0.0
id24771,1.0,0.0,0.0
id14053,1.0,0.0,0.0
id19547,1.0,0.0,0.0
id03639,1.0,0.0,0.0
id14546,1.0,0.0,0.0
id13935,1.0,0.0,0.0
id20335,1.0,0.0,0.0
id07301,1.0,0.0,0.0
id10186,1.0,0.0,0.0
id00192,1.0,0.0,0.0
id17851,1.0,0.0,0.0
id08403,1.0,0.0,0.0
id06183,1.0,0.0,0.0
id24738,1.0,0.0,0.0
id15112,1.0,0.0,0.0
id19819,1.0,0.0,0.0
id17722,1.0,0.0,0.0
id24273,1.0,0.0,0.0
id18939,1.0,0.0,0.0
id16076,1.0,0.0,0.0
id23158,1.0,0.0,0.0
id12745,1.0,0.0,0.0
id22538,1.0,0.0,0.0
id14975,1.0,0.0,0.0
id27537,1.0,0.0,0.0
id06632,1.0,0.0,0.0
id08100,1.0,0.0,0.0
id00843,1.0,0.0,0.0
id22159,1.0,0.0,0.0
id18672,1.0,0.0,0.0
id06916,1.0,0.0,0.0
id22212,1.0,0.0,0.0
id00273,1.0,0.0,0.0
id26325,1.0,0.0,0.0
id23683,1.0,0.0,0.0
id14419,1.0,0.0,0.0
id11931,1.0,0.0,0.0
id00568,1.0,0.0,0.0
id12271,1.0,0.0,0.0
id12622,1.0,0.0,0.0
id03156,1.0,0.0,0.0
id25592,1.0,0.0,0.0
id24367,1.0,0.0,0.0
id16007,1.0,0.0,0.0
id04785,1.0,0.0,0.0
id07888,1.0,0.0,0.0
id13557,1.0,0.0,0.0
id20726,1.0,0.0,0.0
id09580,1.0,0.0,0.0
id05173,1.0,0.0,0.0
id10394,1.0,0.0,0.0
id03926,1.0,0.0,0.0
id07264,1.0,0.0,0.0
id01862,1.0,0.0,0.0
id20808,1.0,0.0,0.0
id26658,1.0,0.0,0.0
id04479,1.0,0.0,0.0
id17445,1.0,0.0,0.0
id04430,1.0,0.0,0.0
id06052,1.0,0.0,0.0
id11485,1.0,0.0,0.0
id13060,1.0,0.0,0.0
id20873,1.0,0.0,0.0
id21927,1.0,0.0,0.0
id02736,1.0,0.0,0.0
id11234,1.0,0.0,0.0
id27894,1.0,0.0,0.0
id23208,1.0,0.0,0.0
id18470,1.0,0.0,0.0
id23172,1.0,0.0,0.0
id08752,1.0,0.0,0.0
id14242,1.0,0.0,0.0
id22908,1.0,0.0,0.0
id17454,1.0,0.0,0.0
id23797,1.0,0.0,0.0
id03788,1.0,0.0,0.0
id23682,1.0,0.0,0.0
id07179,1.0,0.0,0.0
id09746,1.0,0.0,0.0
id26613,1.0,0.0,0.0
id05142,1.0,0.0,0.0
id04825,1.0,0.0,0.0
id13691,1.0,0.0,0.0
id14183,1.0,0.0,0.0
id19519,1.0,0.0,0.0
id26685,1.0,0.0,0.0
id07937,1.0,0.0,0.0
id10574,1.0,0.0,0.0
id15310,1.0,0.0,0.0
id27311,1.0,0.0,0.0
id11590,1.0,0.0,0.0
id19798,1.0,0.0,0.0
id12201,1.0,0.0,0.0
id12460,1.0,0.0,0.0
id12019,1.0,0.0,0.0
id08046,1.0,0.0,0.0
id02989,1.0,0.0,0.0
id26905,1.0,0.0,0.0
id09779,1.0,0.0,0.0
id04359,1.0,0.0,0.0
id01526,1.0,0.0,0.0
id22325,1.0,0.0,0.0
id27878,1.0,0.0,0.0
id06413,1.0,0.0,0.0
id12616,1.0,0.0,0.0
id05301,1.0,0.0,0.0
id13258,1.0,0.0,0.0
id08789,1.0,0.0,0.0
id11776,1.0,0.0,0.0
id21899,1.0,0.0,0.0
id18108,1.0,0.0,0.0
id23585,1.0,0.0,0.0
id22122,1.0,0.0,0.0
id22855,1.0,0.0,0.0
id19551,1.0,0.0,0.0
id18535,1.0,0.0,0.0
id15115,1.0,0.0,0.0
id00678,1.0,0.0,0.0
id21876,1.0,0.0,0.0
id01553,1.0,0.0,0.0
id09456,1.0,0.0,0.0
id01455,1.0,0.0,0.0
id02454,1.0,0.0,0.0
id07911,1.0,0.0,0.0
id13383,1.0,0.0,0.0
id19953,1.0,0.0,0.0
id10316,1.0,0.0,0.0
id01991,1.0,0.0,0.0
id19176,1.0,0.0,0.0
id06744,1.0,0.0,0.0
id09999,1.0,0.0,0.0
id11253,1.0,0.0,0.0
id15089,1.0,0.0,0.0
id16821,1.0,0.0,0.0
id08256,1.0,0.0,0.0
id14844,1.0,0.0,0.0
id25950,1.0,0.0,0.0
id11961,1.0,0.0,0.0
id00092,1.0,0.0,0.0
id13083,1.0,0.0,0.0
id25825,1.0,0.0,0.0
id03045,1.0,0.0,0.0
id19037,1.0,0.0,0.0
id24357,1.0,0.0,0.0
id24449,1.0,0.0,0.0
id22847,1.0,0.0,0.0
id27720,1.0,0.0,0.0
id11619,1.0,0.0,0.0
id03129,1.0,0.0,0.0
id04264,1.0,0.0,0.0
id19748,1.0,0.0,0.0
id20851,1.0,0.0,0.0
id13277,1.0,0.0,0.0
id06419,1.0,0.0,0.0
id00581,1.0,0.0,0.0
id08765,1.0,0.0,0.0
id13492,1.0,0.0,0.0
id12049,1.0,0.0,0.0
id12700,1.0,0.0,0.0
id07697,1.0,0.0,0.0
id00262,1.0,0.0,0.0
id20969,1.0,0.0,0.0
id18465,1.0,0.0,0.0
id10027,1.0,0.0,0.0
id03007,1.0,0.0,0.0
id23465,1.0,0.0,0.0
id09086,1.0,0.0,0.0
id08015,1.0,0.0,0.0
id04285,1.0,0.0,0.0
id04356,1.0,0.0,0.0
id03554,1.0,0.0,0.0
id06922,1.0,0.0,0.0
id15733,1.0,0.0,0.0
id24934,1.0,0.0,0.0
id05529,1.0,0.0,0.0
id00298,1.0,0.0,0.0
id08158,1.0,0.0,0.0
id15135,1.0,0.0,0.0
id06574,1.0,0.0,0.0
id20017,1.0,0.0,0.0
id14386,1.0,0.0,0.0
id24226,1.0,0.0,0.0
id24212,1.0,0.0,0.0
id14116,1.0,0.0,0.0
id14500,1.0,0.0,0.0
id22744,1.0,0.0,0.0
id16163,1.0,0.0,0.0
id17883,1.0,0.0,0.0
id04631,1.0,0.0,0.0
id26517,1.0,0.0,0.0
id12655,1.0,0.0,0.0
id01505,1.0,0.0,0.0
id00104,1.0,0.0,0.0
id20387,1.0,0.0,0.0
id02843,1.0,0.0,0.0
id04361,1.0,0.0,0.0
id26813,1.0,0.0,0.0
id01466,1.0,0.0,0.0
id17090,1.0,0.0,0.0
id06691,1.0,0.0,0.0
id09408,1.0,0.0,0.0
id15285,1.0,0.0,0.0
id16283,1.0,0.0,0.0
id12607,1.0,0.0,0.0
id25965,1.0,0.0,0.0
id07268,1.0,0.0,0.0
id13529,1.0,0.0,0.0
id11969,1.0,0.0,0.0
id20299,1.0,0.0,0.0
id08770,1.0,0.0,0.0
id20730,1.0,0.0,0.0
id06333,1.0,0.0,0.0
id27451,1.0,0.0,0.0
id12111,1.0,0.0,0.0
id06609,1.0,0.0,0.0
id12299,1.0,0.0,0.0
id23264,1.0,0.0,0.0
id04222,1.0,0.0,0.0
id17229,1.0,0.0,0.0
id24365,1.0,0.0,0.0
id18294,1.0,0.0,0.0
id04493,1.0,0.0,0.0
id27575,1.0,0.0,0.0
id03801,1.0,0.0,0.0
id11611,1.0,0.0,0.0
id01632,1.0,0.0,0.0
id06510,1.0,0.0,0.0
id20431,1.0,0.0,0.0
id23529,1.0,0.0,0.0
id13951,1.0,0.0,0.0
id00803,1.0,0.0,0.0
id06737,1.0,0.0,0.0
id24288,1.0,0.0,0.0
id08385,1.0,0.0,0.0
id22859,1.0,0.0,0.0
id22234,1.0,0.0,0.0
id10365,1.0,0.0,0.0
id00865,1.0,0.0,0.0
id19405,1.0,0.0,0.0
id11246,1.0,0.0,0.0
id19587,1.0,0.0,0.0
id24614,1.0,0.0,0.0
id23623,1.0,0.0,0.0
id15271,1.0,0.0,0.0
id20478,1.0,0.0,0.0
id25277,1.0,0.0,0.0
id22004,1.0,0.0,0.0
id16728,1.0,0.0,0.0
id06907,1.0,0.0,0.0
id11895,1.0,0.0,0.0
id13802,1.0,0.0,0.0
id18459,1.0,0.0,0.0
id21371,1.0,0.0,0.0
id11408,1.0,0.0,0.0
id05442,1.0,0.0,0.0
id21499,1.0,0.0,0.0
id18066,1.0,0.0,0.0
id23617,1.0,0.0,0.0
id07725,1.0,0.0,0.0
id24627,1.0,0.0,0.0
id19108,1.0,0.0,0.0
id11800,1.0,0.0,0.0
id14588,1.0,0.0,0.0
id27474,1.0,0.0,0.0
id07924,1.0,0.0,0.0
id10772,1.0,0.0,0.0
id19235,1.0,0.0,0.0
id13647,1.0,0.0,0.0
id08673,1.0,0.0,0.0
id24850,1.0,0.0,0.0
id11764,1.0,0.0,0.0
id05197,1.0,0.0,0.0
id23600,1.0,0.0,0.0
id14699,1.0,0.0,0.0
id26801,1.0,0.0,0.0
id25664,1.0,0.0,0.0
id07809,1.0,0.0,0.0
id13081,1.0,0.0,0.0
id11381,1.0,0.0,0.0
id14721,1.0,0.0,0.0
id07800,1.0,0.0,0.0
id13883,1.0,0.0,0.0
id04488,1.0,0.0,0.0
id03530,1.0,0.0,0.0
id15823,1.0,0.0,0.0
id11701,1.0,0.0,0.0
id07806,1.0,0.0,0.0
id19036,1.0,0.0,0.0
id20765,1.0,0.0,0.0
id26691,1.0,0.0,0.0
id02642,1.0,0.0,0.0
id06475,1.0,0.0,0.0
id19019,1.0,0.0,0.0
id14616,1.0,0.0,0.0
id08537,1.0,0.0,0.0
id19126,1.0,0.0,0.0
id01774,1.0,0.0,0.0
id08623,1.0,0.0,0.0
id17150,1.0,0.0,0.0
id06325,1.0,0.0,0.0
id23161,1.0,0.0,0.0
id09876,1.0,0.0,0.0
id01551,1.0,0.0,0.0
id12334,1.0,0.0,0.0
id03577,1.0,0.0,0.0
id20706,1.0,0.0,0.0
id23704,1.0,0.0,0.0
id10029,1.0,0.0,0.0
id19600,1.0,0.0,0.0
id22367,1.0,0.0,0.0
id12262,1.0,0.0,0.0
id09698,1.0,0.0,0.0
id10919,1.0,0.0,0.0
id12508,1.0,0.0,0.0
id16206,1.0,0.0,0.0
id25927,1.0,0.0,0.0
id23189,1.0,0.0,0.0
id00406,1.0,0.0,0.0
id01257,1.0,0.0,0.0
id15147,1.0,0.0,0.0
id24692,1.0,0.0,0.0
id02919,1.0,0.0,0.0
id00339,1.0,0.0,0.0
id20981,1.0,0.0,0.0
id00658,1.0,0.0,0.0
id02255,1.0,0.0,0.0
id13282,1.0,0.0,0.0
id13189,1.0,0.0,0.0
id07267,1.0,0.0,0.0
id05272,1.0,0.0,0.0
id22653,1.0,0.0,0.0
id06894,1.0,0.0,0.0
id21657,1.0,0.0,0.0
id00430,1.0,0.0,0.0
id21655,1.0,0.0,0.0
id04764,1.0,0.0,0.0
id08665,1.0,0.0,0.0
id20985,1.0,0.0,0.0
id08095,1.0,0.0,0.0
id12015,1.0,0.0,0.0
id13210,1.0,0.0,0.0
id24937,1.0,0.0,0.0
id03675,1.0,0.0,0.0
id26951,1.0,0.0,0.0
id06104,1.0,0.0,0.0
id20105,1.0,0.0,0.0
id20441,1.0,0.0,0.0
id05660,1.0,0.0,0.0
id04078,1.0,0.0,0.0
id26101,1.0,0.0,0.0
id10144,1.0,0.0,0.0
id15096,1.0,0.0,0.0
id11903,1.0,0.0,0.0
id24093,1.0,0.0,0.0
id06388,1.0,0.0,0.0
id01203,1.0,0.0,0.0
id18448,1.0,0.0,0.0
id10382,1.0,0.0,0.0
id25109,1.0,0.0,0.0
id15526,1.0,0.0,0.0
id09411,1.0,0.0,0.0
id03937,1.0,0.0,0.0
id09740,1.0,0.0,0.0
id11584,1.0,0.0,0.0
id06135,1.0,0.0,0.0
id22666,1.0,0.0,0.0
id03104,1.0,0.0,0.0
id21763,1.0,0.0,0.0
id26344,1.0,0.0,0.0
id11819,1.0,0.0,0.0
id20309,1.0,0.0,0.0
id12751,1.0,0.0,0.0
id16205,1.0,0.0,0.0
id07347,1.0,0.0,0.0
id20347,1.0,0.0,0.0
id05696,1.0,0.0,0.0
id04648,1.0,0.0,0.0
id19654,1.0,0.0,0.0
id03991,1.0,0.0,0.0
id05523,1.0,0.0,0.0
id27445,1.0,0.0,0.0
id27516,1.0,0.0,0.0
id13992,1.0,0.0,0.0
id02429,1.0,0.0,0.0
id01682,1.0,0.0,0.0
id20561,1.0,0.0,0.0
id26906,1.0,0.0,0.0
id01724,1.0,0.0,0.0
id25283,1.0,0.0,0.0
id06926,1.0,0.0,0.0
id13887,1.0,0.0,0.0
id07530,1.0,0.0,0.0
id13460,1.0,0.0,0.0
id14695,1.0,0.0,0.0
id08133,1.0,0.0,0.0
id06364,1.0,0.0,0.0
id22368,1.0,0.0,0.0
id04855,1.0,0.0,0.0
id14016,1.0,0.0,0.0
id25801,1.0,0.0,0.0
id16241,1.0,0.0,0.0
id01120,1.0,0.0,0.0
id00058,1.0,0.0,0.0
id24503,1.0,0.0,0.0
id03213,1.0,0.0,0.0
id06040,1.0,0.0,0.0
id26219,1.0,0.0,0.0
id23723,1.0,0.0,0.0
id17565,1.0,0.0,0.0
id02243,1.0,0.0,0.0
id04802,1.0,0.0,0.0
id07148,1.0,0.0,0.0
id16071,1.0,0.0,0.0
id14810,1.0,0.0,0.0
id15386,1.0,0.0,0.0
id14768,1.0,0.0,0.0
id05056,1.0,0.0,0.0
id27065,1.0,0.0,0.0
id27245,1.0,0.0,0.0
id25911,1.0,0.0,0.0
id10581,1.0,0.0,0.0
id21852,1.0,0.0,0.0
id13922,1.0,0.0,0.0
id21904,1.0,0.0,0.0
id25974,1.0,0.0,0.0
id03323,1.0,0.0,0.0
id01385,1.0,0.0,0.0
id20469,1.0,0.0,0.0
id04281,1.0,0.0,0.0
id17752,1.0,0.0,0.0
id27768,1.0,0.0,0.0
id15545,1.0,0.0,0.0
id27853,1.0,0.0,0.0
id10103,1.0,0.0,0.0
id04374,1.0,0.0,0.0
id23102,1.0,0.0,0.0
id15727,1.0,0.0,0.0
id22643,1.0,0.0,0.0
id26174,1.0,0.0,0.0
id16776,1.0,0.0,0.0
id11156,1.0,0.0,0.0
id18288,1.0,0.0,0.0
id21487,1.0,0.0,0.0
id06888,1.0,0.0,0.0
id24094,1.0,0.0,0.0
id21383,1.0,0.0,0.0
id10309,1.0,0.0,0.0
id09189,1.0,0.0,0.0
id26844,1.0,0.0,0.0
id02103,1.0,0.0,0.0
id13699,1.0,0.0,0.0
id05005,1.0,0.0,0.0
id19814,1.0,0.0,0.0
id24703,1.0,0.0,0.0
id04594,1.0,0.0,0.0
id13789,1.0,0.0,0.0
id01938,1.0,0.0,0.0
id24274,1.0,0.0,0.0
id13727,1.0,0.0,0.0
id19335,1.0,0.0,0.0
id21064,1.0,0.0,0.0
id04044,1.0,0.0,0.0
id01696,1.0,0.0,0.0
id05601,1.0,0.0,0.0
id13591,1.0,0.0,0.0
id09164,1.0,0.0,0.0
id16563,1.0,0.0,0.0
id00380,1.0,0.0,0.0
id04612,1.0,0.0,0.0
id17341,1.0,0.0,0.0
id23426,1.0,0.0,0.0
id02177,1.0,0.0,0.0
id24279,1.0,0.0,0.0
id07226,1.0,0.0,0.0
id23305,1.0,0.0,0.0
id00684,1.0,0.0,0.0
id22025,1.0,0.0,0.0
id26143,1.0,0.0,0.0
id12002,1.0,0.0,0.0
id04610,1.0,0.0,0.0
id27224,1.0,0.0,0.0
id10716,1.0,0.0,0.0
id14057,1.0,0.0,0.0
id14982,1.0,0.0,0.0
id00401,1.0,0.0,0.0
id12248,1.0,0.0,0.0
id04641,1.0,0.0,0.0
id01658,1.0,0.0,0.0
id03153,1.0,0.0,0.0
id27961,1.0,0.0,0.0
id15984,1.0,0.0,0.0
id01789,1.0,0.0,0.0
id27264,1.0,0.0,0.0
id05158,1.0,0.0,0.0
id14265,1.0,0.0,0.0
id20696,1.0,0.0,0.0
id01133,1.0,0.0,0.0
id24953,1.0,0.0,0.0
id11298,1.0,0.0,0.0
id20917,1.0,0.0,0.0
id25275,1.0,0.0,0.0
id00850,1.0,0.0,0.0
id23225,1.0,0.0,0.0
id15602,1.0,0.0,0.0
id12160,1.0,0.0,0.0
id25388,1.0,0.0,0.0
id13837,1.0,0.0,0.0
id06804,1.0,0.0,0.0
id19978,1.0,0.0,0.0
id27563,1.0,0.0,0.0
id23762,1.0,0.0,0.0
id22734,1.0,0.0,0.0
id09094,1.0,0.0,0.0
id27270,1.0,0.0,0.0
id05043,1.0,0.0,0.0
id15290,1.0,0.0,0.0
id26333,1.0,0.0,0.0
id26111,1.0,0.0,0.0
id23029,1.0,0.0,0.0
id11837,1.0,0.0,0.0
id03497,1.0,0.0,0.0
id19290,1.0,0.0,0.0
id08008,1.0,0.0,0.0
id24949,1.0,0.0,0.0
id25023,1.0,0.0,0.0
id02205,1.0,0.0,0.0
id11041,1.0,0.0,0.0
id14395,1.0,0.0,0.0
id01130,1.0,0.0,0.0
id21066,1.0,0.0,0.0
id17774,1.0,0.0,0.0
id24519,1.0,0.0,0.0
id08460,1.0,0.0,0.0
id19897,1.0,0.0,0.0
id19028,1.0,0.0,0.0
id01850,1.0,0.0,0.0
id22472,1.0,0.0,0.0
id10709,1.0,0.0,0.0
id17260,1.0,0.0,0.0
id22262,1.0,0.0,0.0
id00115,1.0,0.0,0.0
id17483,1.0,0.0,0.0
id10763,1.0,0.0,0.0
id18014,1.0,0.0,0.0
id20414,1.0,0.0,0.0
id14244,1.0,0.0,0.0
id24952,1.0,0.0,0.0
id08217,1.0,0.0,0.0
id01578,1.0,0.0,0.0
id00641,1.0,0.0,0.0
id24982,1.0,0.0,0.0
id11192,1.0,0.0,0.0
id13759,1.0,0.0,0.0
id26752,1.0,0.0,0.0
id06820,1.0,0.0,0.0
id27298,1.0,0.0,0.0
id20735,1.0,0.0,0.0
id08390,1.0,0.0,0.0
id18571,1.0,0.0,0.0
id05804,1.0,0.0,0.0
id11867,1.0,0.0,0.0
id10286,1.0,0.0,0.0
id22020,1.0,0.0,0.0
id25835,1.0,0.0,0.0
id06583,1.0,0.0,0.0
id21403,1.0,0.0,0.0
id26730,1.0,0.0,0.0
id06873,1.0,0.0,0.0
id03552,1.0,0.0,0.0
id05607,1.0,0.0,0.0
id26395,1.0,0.0,0.0
id02844,1.0,0.0,0.0
id19710,1.0,0.0,0.0
id17076,1.0,0.0,0.0
id14070,1.0,0.0,0.0
id17106,1.0,0.0,0.0
id24689,1.0,0.0,0.0
id03718,1.0,0.0,0.0
id03957,1.0,0.0,0.0
id18995,1.0,0.0,0.0
id11668,1.0,0.0,0.0
id15721,1.0,0.0,0.0
id10379,1.0,0.0,0.0
id15009,1.0,0.0,0.0
id11339,1.0,0.0,0.0
id18532,1.0,0.0,0.0
id16469,1.0,0.0,0.0
id22464,1.0,0.0,0.0
id06314,1.0,0.0,0.0
id27085,1.0,0.0,0.0
id14452,1.0,0.0,0.0
id14939,1.0,0.0,0.0
id20094,1.0,0.0,0.0
id23077,1.0,0.0,0.0
id17527,1.0,0.0,0.0
id14895,1.0,0.0,0.0
id22577,1.0,0.0,0.0
id16111,1.0,0.0,0.0
id21649,1.0,0.0,0.0
id22954,1.0,0.0,0.0
id12624,1.0,0.0,0.0
id05737,1.0,0.0,0.0
id23937,1.0,0.0,0.0
id06620,1.0,0.0,0.0
id18650,1.0,0.0,0.0
id09656,1.0,0.0,0.0
id10285,1.0,0.0,0.0
id05729,1.0,0.0,0.0
id00102,1.0,0.0,0.0
id26276,1.0,0.0,0.0
id12620,1.0,0.0,0.0
id17949,1.0,0.0,0.0
id15708,1.0,0.0,0.0
id18300,1.0,0.0,0.0
id04039,1.0,0.0,0.0
id12158,1.0,0.0,0.0
id23197,1.0,0.0,0.0
id25384,1.0,0.0,0.0
id09070,1.0,0.0,0.0
id27734,1.0,0.0,0.0
id27332,1.0,0.0,0.0
id00973,1.0,0.0,0.0
id26625,1.0,0.0,0.0
id24578,1.0,0.0,0.0
id05423,1.0,0.0,0.0
id19124,1.0,0.0,0.0
id00946,1.0,0.0,0.0
id19229,1.0,0.0,0.0
id05311,1.0,0.0,0.0
id03289,1.0,0.0,0.0
id17758,1.0,0.0,0.0
id24336,1.0,0.0,0.0
id00603,1.0,0.0,0.0
id26467,1.0,0.0,0.0
id27835,1.0,0.0,0.0
id06861,1.0,0.0,0.0
id23847,1.0,0.0,0.0
id06174,1.0,0.0,0.0
id10968,1.0,0.0,0.0
id10881,1.0,0.0,0.0
id03204,1.0,0.0,0.0
id21921,1.0,0.0,0.0
id06539,1.0,0.0,0.0
id08880,1.0,0.0,0.0
id14725,1.0,0.0,0.0
id26107,1.0,0.0,0.0
id07874,1.0,0.0,0.0
id23638,1.0,0.0,0.0
id13498,1.0,0.0,0.0
id18940,1.0,0.0,0.0
id02120,1.0,0.0,0.0
id26663,1.0,0.0,0.0
id20127,1.0,0.0,0.0
id27922,1.0,0.0,0.0
id15106,1.0,0.0,0.0
id22158,1.0,0.0,0.0
id17029,1.0,0.0,0.0
id02554,1.0,0.0,0.0
id18454,1.0,0.0,0.0
id09016,1.0,0.0,0.0
id02307,1.0,0.0,0.0
id01650,1.0,0.0,0.0
id01254,1.0,0.0,0.0
id12921,1.0,0.0,0.0
id05721,1.0,0.0,0.0
id05798,1.0,0.0,0.0
id04417,1.0,0.0,0.0
id19620,1.0,0.0,0.0
id22680,1.0,0.0,0.0
id21992,1.0,0.0,0.0
id22823,1.0,0.0,0.0
id12750,1.0,0.0,0.0
id23220,1.0,0.0,0.0
id11851,1.0,0.0,0.0
id27438,1.0,0.0,0.0
id00797,1.0,0.0,0.0
id08593,1.0,0.0,0.0
id01042,1.0,0.0,0.0
id19898,1.0,0.0,0.0
id24615,1.0,0.0,0.0
id18594,1.0,0.0,0.0
id08534,1.0,0.0,0.0
id03889,1.0,0.0,0.0
id04873,1.0,0.0,0.0
id08264,1.0,0.0,0.0
id10187,1.0,0.0,0.0
id14278,1.0,0.0,0.0
id22528,1.0,0.0,0.0
id07416,1.0,0.0,0.0
id02857,1.0,0.0,0.0
id03875,1.0,0.0,0.0
id24437,1.0,0.0,0.0
id24940,1.0,0.0,0.0
id15070,1.0,0.0,0.0
id14891,1.0,0.0,0.0
id02110,1.0,0.0,0.0
id24405,1.0,0.0,0.0
id00373,1.0,0.0,0.0
id12728,1.0,0.0,0.0
id18958,1.0,0.0,0.0
id17443,1.0,0.0,0.0
id03959,1.0,0.0,0.0
id13218,1.0,0.0,0.0
id01980,1.0,0.0,0.0
id10697,1.0,0.0,0.0
id24816,1.0,0.0,0.0
id00088,1.0,0.0,0.0
id13846,1.0,0.0,0.0
id17597,1.0,0.0,0.0
id09947,1.0,0.0,0.0
id12050,1.0,0.0,0.0
id24060,1.0,0.0,0.0
id19942,1.0,0.0,0.0
id06541,1.0,0.0,0.0
id05746,1.0,0.0,0.0
id13577,1.0,0.0,0.0
id11877,1.0,0.0,0.0
id19491,1.0,0.0,0.0
id11352,1.0,0.0,0.0
id12791,1.0,0.0,0.0
id05282,1.0,0.0,0.0
id26833,1.0,0.0,0.0
id00580,1.0,0.0,0.0
id01236,1.0,0.0,0.0
id05455,1.0,0.0,0.0
id00069,1.0,0.0,0.0
id01605,1.0,0.0,0.0
id17737,1.0,0.0,0.0
id11315,1.0,0.0,0.0
id24044,1.0,0.0,0.0
id18677,1.0,0.0,0.0
id17678,1.0,0.0,0.0
id21528,1.0,0.0,0.0
id21985,1.0,0.0,0.0
id12860,1.0,0.0,0.0
id08793,1.0,0.0,0.0
id09245,1.0,0.0,0.0
id12523,1.0,0.0,0.0
id07158,1.0,0.0,0.0
id03473,1.0,0.0,0.0
id05999,1.0,0.0,0.0
id02469,1.0,0.0,0.0
id16675,1.0,0.0,0.0
id20508,1.0,0.0,0.0
id12669,1.0,0.0,0.0
id22277,1.0,0.0,0.0
id00355,1.0,0.0,0.0
id24427,1.0,0.0,0.0
id19241,1.0,0.0,0.0
id26301,1.0,0.0,0.0
